"No.","Time","Source","Destination","Protocol","Length","Info"
"20415","542.053123","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"20418","543.191993","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58314  >  443 [ACK] Seq=568 Ack=298 Win=65280 Len=1"
"20419","544.460718","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58317  >  443 [ACK] Seq=568 Ack=298 Win=65280 Len=1"
"20420","544.465301","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58314 [ACK] Seq=298 Ack=569 Win=4768 Len=0"
"20421","544.797750","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58317 [ACK] Seq=298 Ack=569 Win=4768 Len=0"
"20575","547.139963","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"20576","547.180312","192.168.75.216","204.79.197.219","TCP","55","[TCP Keep-Alive] 58327  >  443 [ACK] Seq=643 Ack=224 Win=65536 Len=1"
"20577","547.198745","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1352 Ack=778 Win=1001 Len=0"
"20578","547.236376","192.168.75.216","204.79.197.219","TCP","55","[TCP Keep-Alive] 58326  >  443 [ACK] Seq=1438 Ack=6411 Win=65024 Len=1"
"20579","547.237258","204.79.197.219","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58327 [ACK] Seq=224 Ack=644 Win=4832 Len=0"
"20580","548.156129","204.79.197.219","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58326 [ACK] Seq=6411 Ack=1439 Win=5632 Len=0"
"20581","548.156129","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"20582","548.209967","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=778 Ack=1390 Win=254 Len=0"
"20700","552.480377","140.82.113.26","192.168.75.216","TLSv1.2","80","Application Data"
"20701","552.480556","192.168.75.216","140.82.113.26","TLSv1.2","84","Application Data"
"20703","552.568138","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=253 Ack=293 Win=219 Len=0"
"20733","556.951700","192.168.75.216","108.138.141.32","TCP","55","[TCP Keep-Alive] 58328  >  443 [ACK] Seq=1354 Ack=6506 Win=64768 Len=1"
"20734","557.007159","192.168.75.216","108.138.141.32","TCP","55","[TCP Keep-Alive] 58329  >  443 [ACK] Seq=581 Ack=6061 Win=65536 Len=1"
"20735","557.012517","108.138.141.32","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58328 [ACK] Seq=6506 Ack=1355 Win=5536 Len=0"
"20754","557.231037","108.138.141.32","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58329 [ACK] Seq=6061 Ack=582 Win=4768 Len=0"
"21164","560.308554","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58319  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"21165","560.308553","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58316  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"21166","560.360603","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58319 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"21167","560.360603","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58316 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"21756","565.209998","192.168.75.216","18.211.189.31","TCP","55","[TCP Keep-Alive] 58216  >  443 [ACK] Seq=516 Ack=486 Win=256 Len=1"
"21757","566.860403","18.211.189.31","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58216 [ACK] Seq=486 Ack=517 Win=203 Len=0"
"21829","571.639113","192.168.75.216","13.236.8.150","TCP","55","[TCP Keep-Alive] 58221  >  443 [ACK] Seq=973 Ack=1268 Win=251 Len=1"
"21830","571.763614","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58322  >  443 [ACK] Seq=8742 Ack=6052 Win=64768 Len=1"
"21831","571.767482","13.236.8.150","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58221 [ACK] Seq=1268 Ack=974 Win=246 Len=0"
"21833","572.130451","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58322 [ACK] Seq=6052 Ack=8743 Win=12928 Len=0"
"21990","573.140711","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"21991","573.580717","192.168.75.216","157.240.208.60","TCP","85","[TCP Retransmission] 58281  >  443 [PSH, ACK] Seq=778 Ack=1390 Win=254 Len=31"
"21993","573.584768","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1390 Ack=809 Win=1002 Len=0"
"21994","573.584768","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"21995","573.628389","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=809 Ack=1428 Win=254 Len=0"
"21996","574.622984","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"21997","574.891864","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"22076","579.084684","192.168.75.216","108.138.141.32","TCP","54","58329  >  443 [FIN, ACK] Seq=582 Ack=6061 Win=65536 Len=0"
"22081","579.194140","108.138.141.32","192.168.75.216","TCP","54","443  >  58329 [ACK] Seq=6061 Ack=583 Win=4768 Len=0"
"22083","579.194367","108.138.141.32","192.168.75.216","TCP","54","443  >  58329 [FIN, ACK] Seq=6061 Ack=583 Win=4768 Len=0"
"22085","579.194491","192.168.75.216","108.138.141.32","TCP","54","58329  >  443 [ACK] Seq=583 Ack=6062 Win=65536 Len=0"
"22086","579.195524","192.168.75.216","35.215.161.98","TCP","66","58330  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"22087","579.343786","192.168.75.216","35.215.161.98","TCP","66","58331  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"22088","579.347072","35.215.161.98","192.168.75.216","TCP","66","443  >  58330 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"22089","579.347292","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"22090","579.347887","192.168.75.216","35.215.161.98","TLSv1.3","571","Client Hello"
"22091","579.533146","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"22092","579.534104","35.215.161.98","192.168.75.216","TCP","66","443  >  58331 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"22093","579.534104","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"22094","579.534286","192.168.75.216","35.215.161.98","TCP","54","58331  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"22095","579.534395","35.215.161.98","192.168.75.216","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"22096","579.534395","35.215.161.98","192.168.75.216","TCP","1454","443  >  58330 [PSH, ACK] Seq=1401 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"22097","579.534395","157.240.208.60","192.168.75.216","TLSv1.2","154","Application Data"
"22098","579.534483","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0"
"22099","579.534660","192.168.75.216","35.215.161.98","TLSv1.3","571","Client Hello"
"22100","579.575118","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=809 Ack=1528 Win=253 Len=0"
"22101","579.695415","35.215.161.98","192.168.75.216","TCP","1454","443  >  58330 [ACK] Seq=2801 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"22102","579.695415","35.215.161.98","192.168.75.216","TLSv1.3","773","Application Data, Application Data, Application Data, Application Data"
"22103","579.695587","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [ACK] Seq=518 Ack=4920 Win=65792 Len=0"
"22104","579.695772","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"22105","579.695772","35.215.161.98","192.168.75.216","TCP","54","443  >  58331 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"22106","579.715126","192.168.75.216","35.215.161.98","TLSv1.3","118","Change Cipher Spec, Application Data"
"22107","579.715536","192.168.75.216","35.215.161.98","TLSv1.3","146","Application Data"
"22108","579.715794","192.168.75.216","35.215.161.98","TLSv1.3","292","Application Data"
"22109","579.715894","192.168.75.216","35.215.161.98","TLSv1.3","384","Application Data"
"22110","579.715915","35.215.161.98","192.168.75.216","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"22111","579.715915","35.215.161.98","192.168.75.216","TCP","1454","443  >  58331 [PSH, ACK] Seq=1401 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"22112","579.716017","192.168.75.216","35.215.161.98","TCP","54","58331  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0"
"22113","580.124822","192.168.75.216","35.215.161.98","TCP","778","[TCP Retransmission] 58330  >  443 [PSH, ACK] Seq=518 Ack=4920 Win=65792 Len=724"
"22114","580.128846","35.215.161.98","192.168.75.216","TCP","1454","443  >  58331 [ACK] Seq=2801 Ack=518 Win=4704 Len=1400 [TCP segment of a reassembled PDU]"
"22115","580.128846","35.215.161.98","192.168.75.216","TLSv1.3","773","Application Data, Application Data, Application Data, Application Data"
"22116","580.128942","192.168.75.216","35.215.161.98","TCP","54","58331  >  443 [ACK] Seq=518 Ack=4920 Win=65792 Len=0"
"22117","580.129242","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [ACK] Seq=4920 Ack=582 Win=4768 Len=0"
"22118","580.129242","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [ACK] Seq=4920 Ack=1242 Win=5440 Len=0"
"22119","580.129242","35.215.161.98","192.168.75.216","TLSv1.3","109","Application Data"
"22120","580.129242","35.215.161.98","192.168.75.216","TLSv1.3","89","Application Data"
"22121","580.129242","35.215.161.98","192.168.75.216","TLSv1.3","157","Application Data, Application Data"
"22122","580.129329","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [ACK] Seq=1242 Ack=5113 Win=65536 Len=0"
"22123","580.129648","192.168.75.216","35.215.161.98","TLSv1.3","118","Change Cipher Spec, Application Data"
"22124","580.130548","192.168.75.216","35.215.161.98","TLSv1.3","85","Application Data"
"22125","580.130720","192.168.75.216","35.215.161.98","TLSv1.3","89","Application Data"
"22126","580.514729","35.215.161.98","192.168.75.216","TCP","54","443  >  58331 [ACK] Seq=4920 Ack=582 Win=4768 Len=0"
"22127","580.514729","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [ACK] Seq=5113 Ack=1308 Win=5504 Len=0"
"22128","580.514972","35.215.161.98","192.168.75.216","TLSv1.3","109","Application Data"
"22129","580.561664","192.168.75.216","35.215.161.98","TCP","54","58331  >  443 [ACK] Seq=582 Ack=4975 Win=65536 Len=0"
"22130","580.565440","18.211.189.31","192.168.75.216","TLSv1.2","85","Application Data"
"22131","580.565719","192.168.75.216","18.211.189.31","TLSv1.2","89","Application Data"
"22132","580.908156","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=517 Ack=552 Win=204 Len=0"
"22133","582.302130","192.168.75.216","74.125.200.188","TCP","55","[TCP Keep-Alive] 57907  >  5228 [ACK] Seq=37 Ack=2276 Win=251 Len=1"
"22136","582.480658","74.125.200.188","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 5228  >  57907 [ACK] Seq=2276 Ack=38 Win=157 Len=0"
"22239","584.631383","192.168.75.216","124.156.189.176","TCP","55","[TCP Keep-Alive] 58313  >  80 [ACK] Seq=708 Ack=210 Win=65536 Len=1"
"22244","584.911171","192.168.75.216","172.217.194.94","TCP","55","[TCP Keep-Alive] 58324  >  443 [ACK] Seq=670 Ack=821 Win=64768 Len=1"
"22245","584.914849","124.156.189.176","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 80  >  58313 [ACK] Seq=210 Ack=709 Win=4896 Len=0"
"22250","584.915046","35.215.161.98","192.168.75.216","TLSv1.3","93","Application Data"
"22252","584.916314","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [FIN, ACK] Seq=1308 Ack=5152 Win=65536 Len=0"
"22254","585.521726","192.168.75.216","35.215.161.98","TCP","54","[TCP Retransmission] 58330  >  443 [FIN, ACK] Seq=1308 Ack=5152 Win=65536 Len=0"
"22255","585.525961","172.217.194.94","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58324 [ACK] Seq=821 Ack=671 Win=4864 Len=0"
"22256","585.525961","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [ACK] Seq=5152 Ack=1309 Win=5504 Len=0"
"22258","585.526368","35.215.161.98","192.168.75.216","TLSv1.3","78","Application Data"
"22259","585.526368","35.215.161.98","192.168.75.216","TCP","54","443  >  58330 [FIN, ACK] Seq=5176 Ack=1309 Win=5504 Len=0"
"22260","585.526503","192.168.75.216","35.215.161.98","TCP","54","58330  >  443 [RST, ACK] Seq=1309 Ack=5176 Win=0 Len=0"
"22261","586.154717","192.168.75.216","3.233.149.201","TLSv1.2","276","Application Data"
"22262","586.154891","192.168.75.216","3.233.149.201","TLSv1.2","100","Application Data"
"22263","586.154962","192.168.75.216","3.233.149.201","TLSv1.2","1361","Application Data"
"22264","586.156268","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"22265","586.156381","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"22266","586.682019","192.168.75.216","3.233.149.201","TCP","1454","[TCP Retransmission] 58322  >  443 [PSH, ACK] Seq=8918 Ack=6052 Win=64768 Len=1400"
"22267","586.682496","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=1268 Ack=1082 Win=249 Len=0"
"22268","586.682496","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=6052 Ack=9011 Win=13184 Len=0"
"22269","586.682660","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=6052 Ack=10318 Win=14496 Len=0"
"22270","586.682660","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"22271","586.682851","3.233.149.201","192.168.75.216","TLSv1.2","100","Application Data"
"22272","586.682851","3.233.149.201","192.168.75.216","TLSv1.2","237","Application Data, Application Data"
"22273","586.682902","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=10318 Ack=6281 Win=64512 Len=0"
"22274","586.683021","13.236.8.150","192.168.75.216","TLSv1.2","204","Application Data"
"22275","586.683061","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=1082 Ack=1457 Win=257 Len=0"
"22276","586.684195","192.168.75.216","3.233.149.201","TLSv1.2","96","Application Data"
"22277","586.937142","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=6281 Ack=10360 Win=14528 Len=0"
"22278","587.059347","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"22280","588.399415","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"22353","589.474164","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58314  >  443 [ACK] Seq=568 Ack=298 Win=65280 Len=1"
"22354","589.806040","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58317  >  443 [ACK] Seq=568 Ack=298 Win=65280 Len=1"
"22355","589.810039","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58314 [ACK] Seq=298 Ack=569 Win=4768 Len=0"
"22357","590.652749","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58317 [ACK] Seq=298 Ack=569 Win=4768 Len=0"
"22358","590.652749","35.215.161.98","192.168.75.216","TLSv1.3","78","Application Data"
"22359","590.700462","192.168.75.216","35.215.161.98","TCP","54","58331  >  443 [ACK] Seq=582 Ack=4999 Win=65536 Len=0"
"22360","592.238276","192.168.75.216","204.79.197.219","TCP","55","[TCP Keep-Alive] 58327  >  443 [ACK] Seq=643 Ack=224 Win=65536 Len=1"
"22362","592.481894","204.79.197.219","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58327 [ACK] Seq=224 Ack=644 Win=4832 Len=0"
"22368","593.164557","192.168.75.216","204.79.197.219","TCP","55","[TCP Keep-Alive] 58326  >  443 [ACK] Seq=1438 Ack=6411 Win=65024 Len=1"
"22371","593.465702","204.79.197.219","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58326 [ACK] Seq=6411 Ack=1439 Win=5632 Len=0"
"22843","597.533821","157.240.208.60","192.168.75.216","TLSv1.2","171","Application Data"
"22844","597.576697","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=809 Ack=1645 Win=253 Len=0"
"22845","597.576703","192.168.75.216","140.82.113.26","TCP","55","[TCP Keep-Alive] 58291  >  443 [ACK] Seq=292 Ack=253 Win=252 Len=1"
"22846","598.989172","140.82.113.26","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58291 [ACK] Seq=253 Ack=293 Win=219 Len=0"
"22906","602.025734","192.168.75.216","108.138.141.32","TCP","55","[TCP Keep-Alive] 58328  >  443 [ACK] Seq=1354 Ack=6506 Win=64768 Len=1"
"22907","603.018064","108.138.141.32","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58328 [ACK] Seq=6506 Ack=1355 Win=5536 Len=0"
"22966","605.375026","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58319  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"22967","605.375026","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58316  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"22968","605.807764","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58319 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"22969","605.807764","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58316 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"23066","612.480986","140.82.113.26","192.168.75.216","TLSv1.2","80","Application Data"
"23067","612.481210","192.168.75.216","140.82.113.26","TLSv1.2","84","Application Data"
"23068","612.991359","192.168.75.216","140.82.113.26","TCP","84","[TCP Retransmission] 58291  >  443 [PSH, ACK] Seq=293 Ack=279 Win=252 Len=30"
"23069","612.995232","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=279 Ack=323 Win=220 Len=0"
"23075","613.030959","140.82.113.26","192.168.75.216","TCP","54","[TCP Dup ACK 23069#1] 443  >  58291 [ACK] Seq=279 Ack=323 Win=220 Len=0"
"23076","613.141021","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"23078","613.591202","192.168.75.216","157.240.208.60","TCP","85","[TCP Retransmission] 58281  >  443 [PSH, ACK] Seq=809 Ack=1645 Win=253 Len=31"
"23079","613.595326","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1645 Ack=840 Win=1003 Len=0"
"23080","613.595326","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"23081","613.635811","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=840 Ack=1683 Win=253 Len=0"
"23202","616.365701","192.168.75.216","58.251.106.185","TCP","66","58332  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23207","616.461635","58.251.106.185","192.168.75.216","TCP","66","443  >  58332 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23209","616.461789","192.168.75.216","58.251.106.185","TCP","54","58332  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23210","616.461877","192.168.75.216","58.251.106.185","TCP","352","58332  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=298 [TCP segment of a reassembled PDU]"
"23211","616.462874","192.168.75.216","101.33.47.206","TCP","66","58333  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23212","616.462874","192.168.75.216","101.33.47.206","TCP","66","58334  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23214","616.682558","192.168.75.216","101.33.47.206","TCP","66","58335  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23215","616.686461","58.251.106.185","192.168.75.216","TCP","54","443  >  58332 [ACK] Seq=1 Ack=299 Win=4480 Len=0"
"23216","616.686461","101.33.47.206","192.168.75.216","TCP","66","8081  >  58333 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23217","616.686649","192.168.75.216","101.33.47.206","TCP","54","58333  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23218","616.686711","192.168.75.216","101.33.47.206","TCP","1073","58333  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1019"
"23219","616.686752","101.33.47.206","192.168.75.216","TCP","66","8081  >  58334 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23220","616.686799","192.168.75.216","101.33.47.206","TCP","54","58333  >  8081 [FIN, ACK] Seq=1020 Ack=1 Win=65536 Len=0"
"23221","616.686892","192.168.75.216","101.33.47.206","TCP","54","58334  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23222","616.686930","192.168.75.216","101.33.47.206","TCP","1089","58334  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1035"
"23223","616.687004","192.168.75.216","101.33.47.206","TCP","54","58334  >  8081 [FIN, ACK] Seq=1036 Ack=1 Win=65536 Len=0"
"23224","617.072058","101.33.47.206","192.168.75.216","TCP","54","8081  >  58334 [ACK] Seq=1 Ack=1036 Win=5216 Len=0"
"23225","617.072058","101.33.47.206","192.168.75.216","TCP","54","8081  >  58333 [ACK] Seq=1 Ack=1020 Win=5216 Len=0"
"23226","617.072699","101.33.47.206","192.168.75.216","TCP","66","8081  >  58335 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23227","617.072699","101.33.47.206","192.168.75.216","TCP","276","8081  >  58334 [PSH, ACK] Seq=1 Ack=1036 Win=5216 Len=222"
"23228","617.072699","101.33.47.206","192.168.75.216","TCP","276","8081  >  58333 [PSH, ACK] Seq=1 Ack=1020 Win=5216 Len=222"
"23229","617.072699","101.33.47.206","192.168.75.216","TCP","54","8081  >  58334 [FIN, ACK] Seq=223 Ack=1036 Win=5216 Len=0"
"23230","617.072699","101.33.47.206","192.168.75.216","TCP","54","8081  >  58333 [FIN, ACK] Seq=223 Ack=1020 Win=5216 Len=0"
"23231","617.072900","192.168.75.216","101.33.47.206","TCP","54","58335  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23232","617.072923","192.168.75.216","101.33.47.206","TCP","1137","58335  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1083"
"23233","617.072985","192.168.75.216","101.33.47.206","TCP","54","58335  >  8081 [FIN, ACK] Seq=1084 Ack=1 Win=65536 Len=0"
"23234","617.073008","192.168.75.216","101.33.47.206","TCP","54","58334  >  8081 [ACK] Seq=1037 Ack=224 Win=65314 Len=0"
"23235","617.073040","192.168.75.216","101.33.47.206","TCP","54","58333  >  8081 [ACK] Seq=1021 Ack=224 Win=65314 Len=0"
"23236","617.379495","101.33.47.206","192.168.75.216","TCP","54","8081  >  58335 [ACK] Seq=1 Ack=1084 Win=5280 Len=0"
"23237","617.379495","101.33.47.206","192.168.75.216","TCP","276","8081  >  58335 [PSH, ACK] Seq=1 Ack=1084 Win=5280 Len=222"
"23238","617.379691","101.33.47.206","192.168.75.216","TCP","54","8081  >  58335 [FIN, ACK] Seq=223 Ack=1084 Win=5280 Len=0"
"23239","617.379755","192.168.75.216","101.33.47.206","TCP","54","58335  >  8081 [ACK] Seq=1085 Ack=224 Win=65314 Len=0"
"23240","617.807332","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58333  >  8081 [FIN, ACK] Seq=1020 Ack=224 Win=65314 Len=0"
"23241","617.807333","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58334  >  8081 [FIN, ACK] Seq=1036 Ack=224 Win=65314 Len=0"
"23242","617.887490","58.251.106.185","192.168.75.216","TCP","74","443  >  58332 [PSH, ACK] Seq=1 Ack=299 Win=4480 Len=20 [TCP segment of a reassembled PDU]"
"23243","617.887739","192.168.75.216","58.251.106.185","TCP","392","58332  >  443 [PSH, ACK] Seq=299 Ack=21 Win=65516 Len=338 [TCP segment of a reassembled PDU]"
"23244","618.194610","101.33.47.206","192.168.75.216","TCP","54","8081  >  58333 [ACK] Seq=224 Ack=1021 Win=5216 Len=0"
"23245","618.194610","101.33.47.206","192.168.75.216","TCP","54","8081  >  58334 [ACK] Seq=224 Ack=1037 Win=5216 Len=0"
"23246","618.194851","58.251.106.185","192.168.75.216","TCP","54","443  >  58332 [ACK] Seq=21 Ack=637 Win=4832 Len=0"
"23247","618.403800","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58335  >  8081 [FIN, ACK] Seq=1084 Ack=224 Win=65314 Len=0"
"23248","618.404647","58.251.106.185","192.168.75.216","TCP","74","443  >  58332 [PSH, ACK] Seq=21 Ack=637 Win=4832 Len=20 [TCP segment of a reassembled PDU]"
"23249","618.404851","192.168.75.216","58.251.106.185","TCP","392","58332  >  443 [PSH, ACK] Seq=637 Ack=41 Win=65496 Len=338 [TCP segment of a reassembled PDU]"
"23250","618.807623","192.168.75.216","58.251.106.185","TCP","392","[TCP Retransmission] 58332  >  443 [PSH, ACK] Seq=637 Ack=41 Win=65496 Len=338"
"23251","618.809911","101.33.47.206","192.168.75.216","TCP","54","8081  >  58335 [ACK] Seq=224 Ack=1085 Win=5280 Len=0"
"23252","618.809911","58.251.106.185","192.168.75.216","TCP","54","443  >  58332 [ACK] Seq=41 Ack=975 Win=5152 Len=0"
"23253","619.080524","58.251.106.185","192.168.75.216","TCP","74","443  >  58332 [PSH, ACK] Seq=41 Ack=975 Win=5152 Len=20 [TCP segment of a reassembled PDU]"
"23254","619.080524","58.251.106.185","192.168.75.216","TCP","54","[TCP Dup ACK 23252#1] 443  >  58332 [ACK] Seq=61 Ack=975 Win=5152 Len=0"
"23255","619.135089","192.168.75.216","58.251.106.185","TCP","54","58332  >  443 [ACK] Seq=975 Ack=61 Win=65476 Len=0"
"23256","619.901958","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"23257","620.314216","192.168.75.216","58.251.106.185","TCP","54","58332  >  443 [FIN, ACK] Seq=975 Ack=61 Win=65476 Len=0"
